,age,weight(kg),height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,B1I_tags,Label,height(new)
16291,36,80,1.632,0,30,1534.6,1.2,1841,9,25,163
16296,35,84,1.632,0,32,1575.5,1.3,2048,9,26,163
16310,36,84,1.633,0,31,1566.2,1.3,2036,9,26,163
16311,36,83,1.631,1,31,1772.4,1.2,2127,9,27,163
16319,34,82,1.631,1,31,1771.9,1.2,2126,9,27,163
16323,36,81,1.632,1,30,1741.6,1.2,2090,9,27,163
16341,36,81,1.631,0,30,1541.4,1.2,1850,9,25,163
16342,35,84,1.633,0,31,1571.4,1.3,2043,9,26,163
16343,36,81,1.631,1,30,1740.9,1.2,2089,9,27,163
16353,34,83,1.633,0,31,1568.4,1.3,2039,9,26,163
16354,34,82,1.631,1,31,1778.1,1.2,2134,9,27,163
16367,36,80,1.631,0,30,1534.3,1.2,1841,9,25,163
16370,36,81,1.632,0,31,1543.1,1.3,2006,9,26,163
16373,35,83,1.631,1,31,1773.6,1.2,2128,9,27,163
16374,35,81,1.633,1,30,1752.4,1.2,2103,9,27,163
16375,34,83,1.632,1,31,1790.2,1.2,2148,9,27,163
16381,35,80,1.632,0,30,1539.0,1.3,2001,9,26,163
16382,37,84,1.633,0,31,1563.3,1.3,2032,9,26,163
16383,36,80,1.633,1,30,1737.4,1.2,2085,9,27,163
16384,34,82,1.632,1,31,1767.3,1.2,2121,9,27,163
16390,34,82,1.632,1,31,1776.0,1.2,2131,9,27,163
16396,36,81,1.632,0,30,1539.9,1.2,1848,9,25,163
16399,36,84,1.631,0,32,1572.0,1.5,2358,9,29,163
16401,35,81,1.631,1,30,1754.1,1.2,2105,9,27,163
16404,36,84,1.632,0,31,1566.7,1.5,2350,9,29,163
16407,37,84,1.633,0,32,1568.0,1.3,2038,9,26,163
16410,34,81,1.632,1,30,1756.5,1.2,2108,9,27,163
16419,34,84,1.631,1,32,1805.0,1.2,2166,9,28,163
16428,37,84,1.631,1,32,1779.5,1.2,2135,9,27,163
16431,35,82,1.632,1,31,1771.5,1.2,2126,9,27,163
16438,35,81,1.631,1,30,1747.1,1.2,2097,9,27,163
16440,34,83,1.632,0,31,1567.1,1.5,2351,9,29,163
16445,35,83,1.632,0,31,1568.0,1.3,2038,9,26,163
16451,35,84,1.632,0,31,1572.7,1.5,2359,9,29,163
16457,35,84,1.632,1,32,1795.2,1.2,2154,9,28,163
16458,35,80,1.631,1,30,1744.3,1.2,2093,9,27,163
16459,36,83,1.633,1,31,1775.8,1.2,2131,9,27,163
16460,35,84,1.632,1,32,1797.6,1.2,2157,9,28,163
16462,34,81,1.632,0,30,1547.9,1.3,2012,9,26,163
16464,36,84,1.632,0,32,1571.7,1.3,2043,9,26,163
16477,35,82,1.632,1,31,1762.2,1.2,2115,9,27,163
16482,37,83,1.633,0,31,1550.9,1.3,2016,9,26,163
16483,36,80,1.633,0,30,1535.4,1.2,1842,9,25,163
16486,35,83,1.632,0,31,1568.6,1.5,2353,9,29,163
16487,35,83,1.632,1,31,1778.7,1.2,2134,9,27,163
16493,37,83,1.631,1,31,1766.6,1.2,2120,9,27,163
16494,34,83,1.632,0,31,1573.7,1.5,2361,9,29,163
16496,36,82,1.632,1,31,1760.7,1.2,2113,9,27,163
16500,36,83,1.631,0,31,1560.6,1.3,2029,9,26,163
16508,35,81,1.631,1,31,1756.2,1.2,2107,9,27,163
16510,35,82,1.633,0,31,1553.2,1.3,2019,9,26,163
16512,36,83,1.631,1,31,1774.2,1.2,2129,9,27,163
16513,36,83,1.632,0,31,1557.7,1.3,2025,9,26,163
16521,35,84,1.633,1,32,1800.6,1.2,2161,9,28,163
16528,35,83,1.632,1,31,1787.4,1.2,2145,9,27,163
16529,34,83,1.631,0,31,1565.2,1.3,2035,9,26,163
16533,36,84,1.632,1,32,1793.5,1.2,2152,9,28,163
16534,36,84,1.633,1,31,1786.8,1.2,2144,9,27,163
16540,34,83,1.631,0,31,1568.2,1.5,2352,9,29,163
16543,37,83,1.631,0,31,1556.5,1.3,2023,9,26,163
16553,37,83,1.632,0,31,1554.6,1.3,2021,9,26,163
16557,35,83,1.631,0,31,1564.2,1.3,2033,9,26,163
16558,36,83,1.632,0,31,1564.6,1.3,2034,9,26,163
16565,34,82,1.631,1,31,1771.7,1.2,2126,9,27,163
16568,34,84,1.632,1,32,1803.8,1.2,2165,9,28,163
16577,34,81,1.631,1,30,1753.5,1.2,2104,9,27,163
16582,37,81,1.632,1,30,1738.8,1.2,2087,9,27,163
16588,34,84,1.632,0,32,1582.4,1.5,2374,9,29,163
16594,35,80,1.632,0,30,1538.6,1.2,1846,9,25,163
16596,35,84,1.632,1,32,1799.2,1.2,2159,9,28,163
16599,34,83,1.631,1,31,1783.7,1.2,2140,9,27,163
16609,35,84,1.632,1,31,1791.2,1.2,2149,9,27,163
16612,36,81,1.632,1,30,1746.9,1.2,2096,9,27,163
16620,35,83,1.633,0,31,1567.0,1.3,2037,9,26,163
16623,35,81,1.631,1,31,1755.0,1.2,2106,9,27,163
16626,36,81,1.633,0,30,1542.4,1.3,2005,9,26,163
16630,34,83,1.631,0,31,1570.9,1.5,2356,9,29,163
16631,36,84,1.632,0,31,1567.5,1.5,2351,9,29,163
16635,35,83,1.631,0,31,1565.5,1.3,2035,9,26,163
16639,34,84,1.632,0,31,1574.7,1.3,2047,9,26,163
16641,36,81,1.632,0,30,1540.1,1.2,1848,9,25,163
16643,36,83,1.631,1,31,1778.3,1.2,2134,9,27,163
16644,35,80,1.632,0,30,1538.4,1.2,1846,9,25,163
16646,36,81,1.633,0,30,1543.5,1.3,2006,9,26,163
16651,37,82,1.631,1,31,1753.0,1.2,2104,9,27,163
16653,35,80,1.631,0,30,1540.3,1.2,1848,9,25,163
16656,35,82,1.631,0,31,1557.8,1.3,2025,9,26,163
16669,37,81,1.632,0,30,1537.7,1.3,1999,9,26,163
16677,35,83,1.631,1,31,1778.4,1.2,2134,9,27,163
16680,35,83,1.633,0,31,1565.8,1.3,2036,9,26,163
16681,36,80,1.633,0,30,1535.5,1.3,1996,9,26,163
16685,35,83,1.632,1,31,1786.8,1.2,2144,9,27,163
16687,34,84,1.632,1,31,1795.7,1.2,2155,9,28,163
16691,36,82,1.632,1,31,1760.7,1.2,2113,9,27,163
16692,36,84,1.633,1,31,1781.8,1.2,2138,9,27,163
16698,37,81,1.633,1,30,1740.5,1.2,2089,9,27,163
16701,35,81,1.633,0,31,1549.1,1.3,2014,9,26,163
16703,35,82,1.633,1,31,1770.8,1.2,2125,9,27,163
16706,36,81,1.631,0,30,1541.2,1.2,1849,9,25,163
16707,34,84,1.633,1,31,1799.7,1.2,2160,9,28,163
16708,36,82,1.633,1,31,1767.1,1.2,2120,9,27,163
16715,34,81,1.632,0,31,1552.5,1.3,2018,9,26,163
16716,34,84,1.631,1,32,1800.6,1.2,2161,9,28,163
16723,36,81,1.631,0,30,1541.5,1.2,1850,9,25,163
16728,35,84,1.632,0,32,1574.3,1.5,2361,9,29,163
16734,34,81,1.632,0,30,1549.2,1.3,2014,9,26,163
16740,36,81,1.631,0,30,1538.9,1.2,1847,9,25,163
16751,36,81,1.632,0,30,1542.6,1.3,2005,9,26,163
16752,37,83,1.632,0,31,1556.7,1.3,2024,9,26,163
16756,37,81,1.632,0,30,1531.5,1.3,1991,9,26,163
16760,35,80,1.632,0,30,1539.5,1.2,1847,9,25,163
16763,37,83,1.632,0,31,1550.8,1.3,2016,9,26,163
16774,35,84,1.632,1,31,1792.0,1.2,2150,9,28,163
16775,34,80,1.631,1,30,1750.9,1.2,2101,9,27,163
16783,35,84,1.631,1,31,1790.2,1.2,2148,9,27,163
16798,37,82,1.631,0,31,1547.3,1.3,2012,9,26,163
16806,35,83,1.631,1,31,1776.0,1.2,2131,9,27,163
16809,36,81,1.632,0,30,1538.9,1.2,1847,9,25,163
16810,34,84,1.633,0,31,1576.4,1.5,2365,9,29,163
16811,37,84,1.633,1,31,1780.6,1.2,2137,9,27,163
16814,34,84,1.633,0,31,1577.4,1.5,2366,9,29,163
16815,35,81,1.631,0,30,1541.3,1.3,2004,9,26,163
16821,36,84,1.633,0,31,1568.9,1.3,2040,9,26,163
16833,35,81,1.631,1,31,1755.0,1.2,2106,9,27,163
16837,36,84,1.632,1,31,1786.1,1.2,2143,9,27,163
16840,36,84,1.631,1,32,1790.9,1.2,2149,9,27,163
16844,37,82,1.631,0,31,1542.0,1.3,2005,9,26,163
16846,36,83,1.632,1,31,1779.7,1.2,2136,9,27,163
16847,35,80,1.632,0,30,1539.1,1.3,2001,9,26,163
16848,36,82,1.631,0,31,1546.7,1.3,2011,9,26,163
16855,36,84,1.633,0,32,1572.1,1.5,2358,9,29,163
16866,35,83,1.633,0,31,1568.3,1.3,2039,9,26,163
16875,34,81,1.632,0,30,1546.9,1.3,2011,9,26,163
16886,34,83,1.632,0,31,1567.7,1.3,2038,9,26,163
16892,37,82,1.631,1,31,1756.2,1.2,2107,9,27,163
16895,36,84,1.633,0,31,1569.4,1.3,2040,9,26,163
16896,36,81,1.631,0,30,1538.3,1.2,1846,9,25,163
16908,37,80,1.633,0,30,1529.6,1.2,1836,9,25,163
16910,36,84,1.631,1,32,1790.9,1.2,2149,9,27,163
16913,36,84,1.633,0,32,1572.2,1.5,2358,9,29,163
16919,37,84,1.633,0,31,1561.4,1.3,2030,9,26,163
16933,35,81,1.631,0,30,1543.2,1.3,2006,9,26,163
16934,35,82,1.633,0,31,1558.0,1.3,2025,9,26,163
16940,35,83,1.632,1,31,1782.2,1.2,2139,9,27,163
16947,35,84,1.633,0,31,1571.6,1.3,2043,9,26,163
16952,35,84,1.633,0,32,1577.0,1.5,2366,9,29,163
16954,34,81,1.631,1,30,1754.6,1.2,2106,9,27,163
16964,36,82,1.631,0,31,1553.2,1.3,2019,9,26,163
16965,36,84,1.633,0,32,1573.0,1.3,2045,9,26,163
16966,36,80,1.631,0,30,1533.2,1.3,1993,9,26,163
16972,34,81,1.632,0,30,1548.9,1.3,2014,9,26,163
16973,36,81,1.633,0,30,1536.8,1.2,1844,9,25,163
16974,36,82,1.631,0,31,1549.1,1.3,2014,9,26,163
16975,36,84,1.633,0,31,1567.3,1.3,2038,9,26,163
16977,35,80,1.633,1,30,1746.7,1.2,2096,9,27,163
16979,36,81,1.631,1,31,1751.1,1.2,2101,9,27,163
16981,36,81,1.631,0,30,1540.8,1.3,2003,9,26,163
16983,36,81,1.632,0,30,1538.0,1.2,1846,9,25,163
16986,35,84,1.631,0,32,1578.0,1.3,2051,9,27,163
16989,34,84,1.632,0,31,1576.5,1.3,2049,9,26,163
16991,34,81,1.633,1,30,1758.5,1.2,2110,9,27,163
16993,36,81,1.631,1,30,1741.4,1.2,2090,9,27,163
16994,36,80,1.631,0,30,1533.7,1.2,1840,9,25,163
16995,36,81,1.632,0,30,1539.1,1.3,2001,9,26,163
17010,34,84,1.632,1,32,1806.9,1.2,2168,9,28,163
17016,35,83,1.633,0,31,1561.2,1.3,2030,9,26,163
17017,35,81,1.631,1,31,1757.8,1.2,2109,9,27,163
17022,35,82,1.632,1,31,1767.6,1.2,2121,9,27,163
17026,36,84,1.631,1,32,1790.7,1.2,2149,9,27,163
17029,36,81,1.631,1,30,1748.5,1.2,2098,9,27,163
17052,34,83,1.631,0,31,1570.8,1.5,2356,9,29,163
17053,37,82,1.632,1,31,1749.6,1.2,2100,9,27,163
17055,37,81,1.632,0,30,1532.0,1.2,1838,9,25,163
17068,35,80,1.632,0,30,1540.2,1.3,2002,9,26,163
17070,34,84,1.632,0,31,1578.0,1.3,2051,9,27,163
17077,36,81,1.632,1,30,1749.0,1.2,2099,9,27,163
17087,35,82,1.633,0,31,1555.7,1.3,2022,9,26,163
17090,36,84,1.632,0,32,1572.8,1.3,2045,9,26,163
17097,35,82,1.631,1,31,1771.6,1.2,2126,9,27,163
17099,36,84,1.633,1,32,1789.5,1.2,2147,9,27,163
17100,34,84,1.632,0,32,1579.6,1.3,2053,9,27,163
17101,36,81,1.632,0,30,1538.5,1.2,1846,9,25,163
17109,36,82,1.632,0,31,1552.9,1.3,2019,9,26,163
17114,36,81,1.632,0,30,1537.4,1.2,1845,9,25,163
17115,36,84,1.632,0,32,1572.9,1.3,2045,9,26,163
17117,36,83,1.632,0,31,1563.3,1.3,2032,9,26,163
17125,36,81,1.633,0,30,1538.0,1.3,1999,9,26,163
17130,35,82,1.632,1,31,1761.9,1.2,2114,9,27,163
17131,36,84,1.632,1,32,1790.1,1.2,2148,9,27,163
17132,35,80,1.633,1,30,1745.8,1.2,2095,9,27,163
17134,35,84,1.632,0,32,1577.5,1.5,2366,9,29,163
17150,36,83,1.632,0,31,1562.1,1.3,2031,9,26,163
17153,36,83,1.632,0,31,1560.5,1.3,2029,9,26,163
17154,35,84,1.631,0,31,1571.9,1.3,2043,9,26,163
17156,35,81,1.632,1,30,1755.4,1.2,2107,9,27,163
17157,37,81,1.632,0,30,1533.5,1.3,1994,9,26,163
17163,34,82,1.631,1,31,1767.6,1.2,2121,9,27,163
17165,35,82,1.631,1,31,1770.1,1.2,2124,9,27,163
17166,35,80,1.633,0,30,1539.7,1.2,1848,9,25,163
17167,37,82,1.631,0,31,1549.4,1.3,2014,9,26,163
17171,34,82,1.631,0,31,1562.0,1.3,2031,9,26,163
17177,35,84,1.632,0,32,1577.0,1.3,2050,9,27,163
17181,36,80,1.631,0,30,1535.5,1.3,1996,9,26,163
17188,34,83,1.633,0,31,1573.8,1.5,2361,9,29,163
17192,36,81,1.632,1,31,1753.8,1.2,2105,9,27,163
17200,36,83,1.631,1,31,1778.8,1.2,2135,9,27,163
17203,34,81,1.632,1,30,1759.1,1.2,2111,9,27,163
17204,35,84,1.632,0,32,1576.8,1.5,2365,9,29,163
17221,36,83,1.631,1,31,1778.2,1.2,2134,9,27,163
17227,37,80,1.632,0,30,1529.8,1.2,1836,9,25,163
17233,35,82,1.632,1,31,1774.0,1.2,2129,9,27,163
17236,34,84,1.631,1,32,1803.7,1.2,2164,9,28,163
17237,36,84,1.632,0,32,1569.7,1.3,2041,9,26,163
17238,35,82,1.631,0,31,1553.6,1.3,2020,9,26,163
17240,34,83,1.633,0,31,1567.8,1.5,2352,9,29,163
17242,35,80,1.632,1,30,1746.5,1.2,2096,9,27,163
17245,36,81,1.632,0,30,1537.0,1.3,1998,9,26,163
17247,36,82,1.632,1,31,1758.2,1.2,2110,9,27,163
17250,35,82,1.632,0,31,1553.0,1.3,2019,9,26,163
17256,36,84,1.631,0,32,1569.9,1.3,2041,9,26,163
17271,36,83,1.632,1,31,1774.7,1.2,2130,9,27,163
17283,34,84,1.633,0,32,1582.0,1.5,2373,9,29,163
17288,34,83,1.631,0,31,1573.5,1.3,2046,9,26,163
17301,37,83,1.632,1,31,1771.1,1.2,2125,9,27,163
17310,36,82,1.632,1,31,1754.1,1.2,2105,9,27,163
17313,34,83,1.633,0,31,1568.5,1.5,2353,9,29,163
17317,35,82,1.631,1,31,1768.0,1.2,2122,9,27,163
17323,35,83,1.631,0,31,1562.8,1.3,2032,9,26,163
17334,34,81,1.633,1,31,1765.2,1.2,2118,9,27,163
17340,35,81,1.631,1,30,1747.8,1.2,2097,9,27,163
17341,37,80,1.632,0,30,1531.2,1.2,1837,9,25,163
17342,36,84,1.631,1,32,1785.0,1.2,2142,9,27,163
17346,36,84,1.632,0,32,1573.3,1.3,2045,9,26,163
17349,37,81,1.632,0,30,1535.3,1.2,1842,9,25,163
17351,36,82,1.632,1,31,1758.4,1.2,2110,9,27,163
17359,34,82,1.631,0,31,1561.9,1.3,2031,9,26,163
17360,35,82,1.631,1,31,1771.2,1.2,2125,9,27,163
17361,34,83,1.632,0,31,1567.0,1.5,2350,9,29,163
17365,35,82,1.632,0,31,1558.9,1.3,2027,9,26,163
17366,35,84,1.632,1,32,1796.2,1.2,2155,9,28,163
17369,36,81,1.632,0,31,1543.0,1.3,2006,9,26,163
17373,36,82,1.633,0,31,1553.0,1.3,2019,9,26,163
17374,35,83,1.632,0,31,1562.6,1.3,2031,9,26,163
17376,34,84,1.631,0,32,1578.1,1.3,2052,9,27,163
17377,34,84,1.632,0,31,1575.0,1.3,2047,9,26,163
17380,37,81,1.632,0,30,1534.9,1.2,1842,9,25,163
17381,34,82,1.633,0,31,1558.9,1.3,2027,9,26,163
17385,36,81,1.631,0,30,1538.1,1.2,1846,9,25,163
17388,35,83,1.631,1,31,1785.0,1.2,2142,9,27,163
17389,34,82,1.633,1,31,1779.6,1.2,2136,9,27,163
17394,36,81,1.632,0,30,1540.7,1.3,2003,9,26,163
17395,35,81,1.632,1,31,1758.9,1.2,2111,9,27,163
17396,37,81,1.632,1,31,1746.1,1.2,2095,9,27,163
17403,35,82,1.633,0,31,1558.0,1.3,2025,9,26,163
17417,36,81,1.633,0,30,1537.3,1.2,1845,9,25,163
17420,37,81,1.632,0,30,1532.4,1.2,1839,9,25,163
17421,35,82,1.632,0,31,1554.7,1.3,2021,9,26,163
17426,35,84,1.632,0,31,1572.3,1.3,2044,9,26,163
17429,35,82,1.631,0,31,1558.6,1.3,2026,9,26,163
17430,36,81,1.633,0,30,1544.1,1.3,2007,9,26,163
17431,37,81,1.632,1,30,1743.7,1.2,2092,9,27,163
17432,35,83,1.632,0,31,1562.3,1.3,2031,9,26,163
17435,36,81,1.631,0,30,1540.1,1.2,1848,9,25,163
17438,35,82,1.633,0,31,1558.0,1.3,2025,9,26,163
17439,36,84,1.631,0,32,1572.1,1.3,2044,9,26,163
17440,35,84,1.633,0,31,1569.8,1.5,2355,9,29,163
17444,36,84,1.632,0,32,1569.1,1.5,2354,9,29,163
17453,35,83,1.632,0,31,1562.0,1.3,2031,9,26,163
17456,37,83,1.631,0,31,1556.5,1.3,2023,9,26,163
17458,35,80,1.631,0,30,1540.3,1.3,2002,9,26,163
17467,36,84,1.631,0,32,1573.2,1.3,2045,9,26,163
17475,37,84,1.631,1,32,1781.7,1.2,2138,9,27,163
17476,37,82,1.632,0,31,1550.0,1.3,2015,9,26,163
17478,34,83,1.632,0,31,1572.7,1.5,2359,9,29,163
17490,35,82,1.633,1,31,1765.8,1.2,2119,9,27,163
17493,34,83,1.633,1,31,1789.1,1.2,2147,9,27,163
17495,37,82,1.633,1,31,1757.5,1.2,2109,9,27,163
17501,37,82,1.632,1,31,1747.6,1.2,2097,9,27,163
17515,36,82,1.632,1,31,1755.4,1.2,2107,9,27,163
17518,34,83,1.633,1,31,1794.9,1.2,2154,9,28,163
17525,37,81,1.633,0,30,1533.0,1.2,1840,9,25,163
17527,35,80,1.633,1,30,1746.9,1.2,2096,9,27,163
17534,37,84,1.632,1,31,1777.4,1.2,2133,9,27,163
17536,35,84,1.633,1,32,1800.3,1.2,2160,9,28,163
17538,36,81,1.632,0,30,1540.9,1.2,1849,9,25,163
17545,36,82,1.632,1,31,1766.6,1.2,2120,9,27,163
17546,37,82,1.633,1,31,1756.0,1.2,2107,9,27,163
17547,34,81,1.631,0,30,1548.1,1.3,2012,9,26,163
17549,34,84,1.632,0,31,1574.7,1.3,2047,9,26,163
17569,36,80,1.633,0,30,1534.5,1.2,1841,9,25,163
17570,36,82,1.631,1,31,1766.2,1.2,2119,9,27,163
17571,35,84,1.633,1,31,1788.8,1.2,2147,9,27,163
17573,36,83,1.632,1,31,1777.3,1.2,2133,9,27,163
17579,37,83,1.633,1,31,1763.9,1.2,2117,9,27,163
17584,36,81,1.632,0,30,1541.0,1.3,2003,9,26,163
17585,34,81,1.632,1,30,1758.1,1.2,2110,9,27,163
17586,35,83,1.632,1,31,1775.4,1.2,2131,9,27,163
17593,36,83,1.631,1,31,1780.2,1.2,2136,9,27,163
17600,36,84,1.631,0,32,1569.5,1.3,2040,9,26,163
17602,36,84,1.633,1,31,1783.2,1.2,2140,9,27,163
17604,36,83,1.633,1,31,1772.7,1.2,2127,9,27,163
17609,34,82,1.632,0,31,1557.9,1.3,2025,9,26,163
17625,37,80,1.633,0,30,1530.9,1.2,1837,9,25,163
17626,34,82,1.631,0,31,1555.8,1.3,2022,9,26,163
17627,35,83,1.633,0,31,1562.1,1.3,2031,9,26,163
17639,37,80,1.633,1,30,1729.7,1.3,2249,9,28,163
17641,37,81,1.632,0,31,1538.6,1.3,2000,9,26,163
17645,37,84,1.633,0,31,1562.0,1.3,2031,9,26,163
17647,36,80,1.632,1,30,1736.2,1.2,2083,9,27,163
17651,36,84,1.633,1,32,1790.5,1.2,2149,9,27,163
17652,36,84,1.631,1,31,1784.9,1.2,2142,9,27,163
17653,36,80,1.631,0,30,1533.0,1.2,1840,9,25,163
17656,37,84,1.632,0,32,1564.9,1.3,2034,9,26,163
17662,35,81,1.631,1,30,1753.8,1.2,2105,9,27,163
17663,37,84,1.632,0,32,1566.7,1.3,2037,9,26,163
17672,35,82,1.632,0,31,1556.0,1.3,2023,9,26,163
17674,36,83,1.631,1,31,1768.7,1.2,2122,9,27,163
17679,36,84,1.632,1,32,1790.4,1.2,2148,9,27,163
17680,35,81,1.632,1,30,1749.6,1.2,2100,9,27,163
17686,37,81,1.631,0,30,1535.3,1.2,1842,9,25,163
17689,36,83,1.633,1,31,1773.5,1.2,2128,9,27,163
17691,36,84,1.632,0,32,1568.9,1.5,2353,9,29,163
17699,34,82,1.631,1,31,1779.7,1.2,2136,9,27,163
17718,37,84,1.633,1,32,1781.1,1.2,2137,9,27,163
17720,35,82,1.631,1,31,1773.0,1.2,2128,9,27,163
17731,37,81,1.632,0,30,1532.9,1.3,1993,9,26,163
17739,34,83,1.632,0,31,1571.7,1.3,2043,9,26,163
17743,35,82,1.633,0,31,1558.5,1.3,2026,9,26,163
17745,35,84,1.633,0,31,1572.9,1.5,2359,9,29,163
17747,37,84,1.633,0,32,1566.2,1.3,2036,9,26,163
17748,36,83,1.633,0,31,1555.6,1.3,2022,9,26,163
17749,36,83,1.632,1,31,1779.2,1.2,2135,9,27,163
17754,36,84,1.633,1,31,1782.3,1.2,2139,9,27,163
17758,36,84,1.632,0,31,1564.9,1.3,2034,9,26,163
17759,37,80,1.633,0,30,1529.5,1.3,1988,9,26,163
17760,37,82,1.632,0,31,1545.8,1.3,2009,9,26,163
17762,36,84,1.631,0,32,1568.8,1.3,2039,9,26,163
17776,35,84,1.631,1,32,1794.2,1.2,2153,9,28,163
17778,37,81,1.632,1,30,1743.3,1.2,2092,9,27,163
17779,36,82,1.632,1,31,1766.5,1.2,2120,9,27,163
17784,35,83,1.631,0,31,1561.4,1.3,2030,9,26,163
17787,35,84,1.633,0,31,1570.5,1.3,2042,9,26,163
17795,34,80,1.632,0,30,1543.6,1.3,2007,9,26,163
17803,36,82,1.633,0,31,1552.9,1.3,2019,9,26,163
17804,35,83,1.631,0,31,1563.1,1.3,2032,9,26,163
17817,35,84,1.631,0,32,1572.3,1.5,2359,9,29,163
17825,34,83,1.632,0,31,1572.5,1.5,2359,9,29,163
17831,37,81,1.632,1,30,1735.5,1.2,2083,9,27,163
17832,35,82,1.632,0,31,1555.5,1.3,2022,9,26,163
17833,36,81,1.633,0,30,1537.6,1.3,1999,9,26,163
17834,34,80,1.633,1,30,1751.6,1.2,2102,9,27,163
17835,34,84,1.632,1,32,1802.5,1.2,2163,9,28,163
17837,34,82,1.632,1,31,1779.2,1.2,2135,9,27,163
17838,34,84,1.631,0,31,1575.4,1.5,2363,9,29,163
17839,37,80,1.633,1,30,1732.2,1.2,2079,9,27,163
17844,37,82,1.632,1,31,1748.1,1.2,2098,9,27,163
17846,34,82,1.633,1,31,1781.0,1.2,2137,9,27,163
17851,34,81,1.632,0,30,1546.2,1.3,2010,9,26,163
17854,36,83,1.632,0,31,1558.0,1.3,2025,9,26,163
17855,36,81,1.631,1,30,1743.2,1.2,2092,9,27,163
17856,35,82,1.631,0,31,1551.8,1.3,2017,9,26,163
17858,36,81,1.633,1,30,1748.2,1.2,2098,9,27,163
17862,34,83,1.631,1,31,1794.2,1.2,2153,9,28,163
17864,36,82,1.633,0,31,1550.1,1.3,2015,9,26,163
17871,37,80,1.631,0,30,1531.0,1.2,1837,9,25,163
17874,34,84,1.631,1,32,1803.3,1.2,2164,9,28,163
17876,35,82,1.632,0,31,1555.3,1.3,2022,9,26,163
17888,35,83,1.631,1,31,1775.2,1.2,2130,9,27,163
17890,34,84,1.632,0,31,1577.2,1.3,2050,9,27,163
17891,36,80,1.632,0,30,1534.4,1.2,1841,9,25,163
17899,36,81,1.632,1,30,1746.9,1.2,2096,9,27,163
17905,35,83,1.631,0,31,1562.3,1.3,2031,9,26,163
17912,35,81,1.632,0,30,1543.4,1.3,2006,9,26,163
17913,36,83,1.632,0,31,1555.4,1.3,2022,9,26,163
17918,37,81,1.633,0,30,1533.3,1.2,1840,9,25,163
17922,36,81,1.632,0,30,1541.2,1.2,1849,9,25,163
17923,35,84,1.631,0,32,1577.8,1.3,2051,9,27,163
17926,36,83,1.631,1,31,1772.5,1.2,2127,9,27,163
17928,36,84,1.631,0,32,1567.9,1.5,2352,9,29,163
17930,35,82,1.632,0,31,1554.1,1.3,2020,9,26,163
17931,35,84,1.632,0,32,1576.6,1.5,2365,9,29,163
17932,37,84,1.633,1,32,1782.1,1.2,2139,9,27,163
17938,36,84,1.633,0,31,1565.0,1.3,2034,9,26,163
17942,36,83,1.631,0,31,1556.5,1.3,2023,9,26,163
17944,36,83,1.632,1,31,1773.9,1.2,2129,9,27,163
17951,35,81,1.632,1,30,1749.3,1.2,2099,9,27,163
17957,36,81,1.632,0,30,1541.2,1.3,2004,9,26,163
17967,35,83,1.633,1,31,1785.3,1.2,2142,9,27,163
17970,35,82,1.633,1,31,1769.6,1.2,2123,9,27,163
17980,34,82,1.632,0,31,1556.9,1.3,2024,9,26,163
17984,35,83,1.632,0,31,1569.4,1.5,2354,9,29,163
17987,37,82,1.631,0,31,1541.5,1.3,2004,9,26,163
17990,37,83,1.632,0,31,1555.0,1.3,2021,9,26,163
17991,36,84,1.632,0,32,1570.1,1.3,2041,9,26,163
17994,36,81,1.631,1,30,1741.2,1.2,2089,9,27,163
18002,40,86,1.632,0,32,1570.5,1.5,2356,9,29,163
18009,40,87,1.633,0,32,1575.2,1.3,2048,9,26,163
18013,40,87,1.632,0,33,1575.6,1.5,2363,9,29,163
18016,41,87,1.631,1,33,1794.9,1.2,2154,9,28,163
18030,38,87,1.632,1,33,1816.4,1.3,2361,9,29,163
18031,40,87,1.632,0,33,1580.5,1.5,2371,9,29,163
18034,41,86,1.633,1,32,1783.7,1.2,2140,9,27,163
18035,38,87,1.633,1,33,1818.1,1.2,2182,9,28,163
18036,41,86,1.633,0,32,1569.6,1.5,2354,9,29,163
18040,40,86,1.633,1,32,1793.5,1.2,2152,9,28,163
18041,39,86,1.632,0,32,1573.5,1.5,2360,9,29,163
18042,41,86,1.633,0,32,1563.5,1.3,2033,9,26,163
18043,40,87,1.632,0,33,1576.5,1.5,2365,9,29,163
18045,40,87,1.631,1,33,1802.4,1.2,2163,9,28,163
18046,38,86,1.631,0,32,1577.0,1.3,2050,9,27,163
18048,40,86,1.633,1,32,1786.9,1.2,2144,9,27,163
18054,39,86,1.633,0,32,1573.8,1.5,2361,9,29,163
18059,39,87,1.632,0,33,1581.7,1.5,2373,9,29,163
18067,41,87,1.633,0,33,1572.9,1.5,2359,9,29,163
18072,40,86,1.631,0,32,1569.0,1.3,2040,9,26,163
18079,40,87,1.631,0,33,1578.8,1.5,2368,9,29,163
18081,40,87,1.631,1,33,1796.5,1.2,2156,9,28,163
18084,40,86,1.632,1,32,1790.6,1.2,2149,9,27,163
18089,40,86,1.632,1,32,1785.6,1.2,2143,9,27,163
18092,41,87,1.631,0,33,1576.6,1.3,2050,9,26,163
18093,40,86,1.633,1,32,1795.2,1.2,2154,9,28,163
18101,39,87,1.632,1,33,1808.2,1.3,2351,9,29,163
