,age,weight(kg),Height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,B2I_tags,Label,height(cm)
,35,80,1.633,0,30,1540,1.2,1848,9,25,163
,37,82,1.631,0,31,1549,1.3,2014,9,26,163
,34,82,1.631,0,31,1562,1.3,2031,9,26,163
,35,84,1.632,0,32,1577,1.3,2050,9,27,163
,36,81,1.631,0,30,1536,1.3,1996,9,26,163
,34,83,1.633,0,31,1574,1.5,2361,9,29,163
,36,82,1.632,1,31,1754,1.2,2105,9,27,163
,36,83,1.631,1,31,1779,1.2,2135,9,27,163
,34,81,1.632,1,30,1759,1.2,2111,9,27,163
,35,84,1.632,0,32,1577,1.5,2365,9,29,163
,36,83,1.631,1,31,1778,1.2,2134,9,27,163
,37,80,1.632,0,30,1530,1.2,1836,9,25,163
,35,83,1.632,1,31,1774,1.2,2129,9,27,163
,34,84,1.631,1,32,1804,1.2,2164,9,28,163
,36,84,1.632,0,32,1570,1.3,2041,9,26,163
,35,82,1.631,0,31,1554,1.3,2020,9,26,163
,34,83,1.633,0,31,1568,1.5,2352,9,29,163
,35,81,1.632,1,30,1746,1.2,2096,9,27,163
,36,81,1.632,0,30,1537,1.3,1998,9,26,163
,36,82,1.632,1,31,1758,1.2,2110,9,27,163
,35,82,1.632,0,31,1553,1.3,2019,9,26,163
,36,84,1.631,0,32,1570,1.3,2041,9,26,163
,36,83,1.632,1,31,1775,1.2,2130,9,27,163
,34,84,1.633,0,32,1582,1.5,2373,9,29,163
,34,83,1.631,0,31,1574,1.3,2046,9,26,163
,37,83,1.632,1,31,1771,1.2,2125,9,27,163
,36,82,1.632,1,31,1754,1.2,2105,9,27,163
,34,83,1.633,0,31,1569,1.5,2353,9,29,163
,35,82,1.631,1,31,1768,1.2,2122,9,27,163
,35,83,1.631,0,31,1563,1.3,2032,9,26,163
,34,81,1.633,1,31,1765,1.2,2118,9,27,163
,35,81,1.631,1,30,1748,1.2,2097,9,27,163
,37,81,1.632,0,30,1531,1.2,1837,9,25,163
,36,84,1.631,1,32,1785,1.2,2142,9,27,163
,36,84,1.632,0,32,1573,1.3,2045,9,26,163
,37,81,1.632,0,30,1535,1.2,1842,9,25,163
,36,82,1.632,1,31,1758,1.2,2110,9,27,163
,34,82,1.631,0,31,1562,1.3,2031,9,26,163
,35,82,1.631,1,31,1771,1.2,2125,9,27,163
,34,83,1.632,0,31,1567,1.5,2350,9,29,163
,35,82,1.632,0,31,1559,1.3,2027,9,26,163
,35,84,1.632,1,32,1796,1.2,2155,9,28,163
,36,81,1.632,0,31,1543,1.3,2006,9,26,163
,36,82,1.633,0,31,1553,1.3,2019,9,26,163
,35,83,1.632,0,31,1563,1.3,2031,9,26,163
,34,84,1.631,0,32,1578,1.3,2052,9,27,163
,34,84,1.632,0,31,1575,1.3,2047,9,26,163
,37,81,1.632,0,30,1535,1.2,1842,9,25,163
,34,82,1.633,0,31,1559,1.3,2027,9,26,163
,36,81,1.631,0,30,1538,1.2,1846,9,25,163
,35,83,1.631,1,31,1785,1.2,2142,9,27,163
,34,82,1.633,1,31,1780,1.2,2136,9,27,163
,36,81,1.632,0,30,1541,1.3,2003,9,26,163
,35,81,1.632,1,31,1759,1.2,2111,9,27,163
,37,82,1.632,1,31,1746,1.2,2095,9,27,163
,35,82,1.633,0,31,1558,1.3,2025,9,26,163
,36,81,1.633,0,30,1537,1.2,1845,9,25,163
,37,81,1.632,0,30,1532,1.2,1839,9,25,163
,35,82,1.632,0,31,1555,1.3,2021,9,26,163
,35,84,1.632,0,31,1572,1.3,2044,9,26,163
,35,82,1.631,0,31,1559,1.3,2026,9,26,163
,36,81,1.633,0,31,1544,1.3,2007,9,26,163
,37,81,1.632,1,31,1744,1.2,2092,9,27,163
,35,83,1.632,0,31,1562,1.3,2031,9,26,163
,36,81,1.631,0,30,1540,1.2,1848,9,25,163
,35,82,1.633,0,31,1558,1.3,2025,9,26,163
,36,84,1.631,0,32,1572,1.3,2044,9,26,163
,35,84,1.633,0,31,1570,1.5,2355,9,29,163
,36,84,1.632,0,32,1569,1.5,2354,9,29,163
,35,83,1.632,0,31,1562,1.3,2031,9,26,163
,37,83,1.631,0,31,1557,1.3,2023,9,26,163
,35,81,1.631,0,30,1540,1.3,2002,9,26,163
,36,84,1.631,0,32,1573,1.3,2045,9,26,163
,37,84,1.631,1,32,1782,1.2,2138,9,27,163
,37,82,1.632,0,31,1550,1.3,2015,9,26,163
,34,83,1.632,0,31,1573,1.5,2359,9,29,163
,35,82,1.633,1,31,1766,1.2,2119,9,27,163
,34,83,1.633,1,31,1789,1.2,2147,9,27,163
,37,82,1.633,1,31,1758,1.2,2109,9,27,163
,37,82,1.632,1,31,1748,1.2,2097,9,27,163
,36,82,1.632,1,31,1755,1.2,2107,9,27,163
,34,84,1.633,1,31,1795,1.2,2154,9,28,163
,37,81,1.633,0,30,1533,1.2,1840,9,25,163
,35,81,1.633,1,30,1747,1.2,2096,9,27,163
,37,84,1.632,1,31,1777,1.2,2133,9,27,163
,35,84,1.633,1,32,1800,1.2,2160,9,28,163
,36,81,1.632,0,30,1541,1.2,1849,9,25,163
,36,82,1.632,1,31,1767,1.2,2120,9,27,163
,37,82,1.633,1,31,1756,1.2,2107,9,27,163
,34,81,1.631,0,30,1548,1.3,2012,9,26,163
,34,84,1.632,0,31,1575,1.3,2047,9,26,163
,36,80,1.633,0,30,1534,1.2,1841,9,25,163
,36,82,1.631,1,31,1766,1.2,2119,9,27,163
,35,84,1.633,1,31,1789,1.2,2147,9,27,163
,36,83,1.632,1,31,1777,1.2,2133,9,27,163
,37,83,1.633,1,31,1764,1.2,2117,9,27,163
,36,81,1.632,0,30,1541,1.3,2003,9,26,163
,34,81,1.632,1,30,1758,1.2,2110,9,27,163
,35,83,1.632,1,31,1775,1.2,2131,9,27,163
,36,84,1.631,1,31,1780,1.2,2136,9,27,163
,36,84,1.631,0,32,1570,1.3,2040,9,26,163
,36,84,1.633,1,31,1783,1.2,2140,9,27,163
,36,83,1.633,1,31,1773,1.2,2127,9,27,163
,34,82,1.632,0,31,1558,1.3,2025,9,26,163
,37,80,1.633,0,30,1531,1.2,1837,9,25,163
,34,82,1.631,0,31,1556,1.3,2022,9,26,163
,35,83,1.633,0,31,1562,1.3,2031,9,26,163
,37,80,1.633,1,30,1730,1.3,2249,9,28,163
,37,81,1.632,0,31,1539,1.3,2000,9,26,163
,37,84,1.633,0,31,1562,1.3,2031,9,26,163
,36,80,1.632,1,30,1736,1.2,2083,9,27,163
,36,84,1.633,1,32,1791,1.2,2149,9,27,163
,36,84,1.631,1,31,1785,1.2,2142,9,27,163
,36,80,1.631,0,30,1533,1.2,1840,9,25,163
,37,84,1.632,0,32,1565,1.3,2034,9,26,163
,35,81,1.631,1,30,1754,1.2,2105,9,27,163
,37,84,1.632,0,32,1567,1.3,2037,9,26,163
,35,82,1.632,0,31,1556,1.3,2023,9,26,163
,36,83,1.631,1,31,1769,1.2,2122,9,27,163
,36,84,1.632,1,32,1790,1.2,2148,9,27,163
,35,81,1.632,1,30,1750,1.2,2100,9,27,163
,37,81,1.631,0,30,1535,1.2,1842,9,25,163
,36,83,1.633,1,31,1774,1.2,2128,9,27,163
,36,84,1.632,0,32,1569,1.5,2353,9,29,163
,34,82,1.631,1,31,1780,1.2,2136,9,27,163
,37,84,1.633,1,32,1781,1.2,2137,9,27,163
,35,82,1.631,1,31,1773,1.2,2128,9,27,163
,37,81,1.632,0,30,1533,1.3,1993,9,26,163
,34,83,1.632,0,31,1572,1.3,2043,9,26,163
,35,82,1.633,0,31,1559,1.3,2026,9,26,163
,35,84,1.633,0,31,1573,1.5,2359,9,29,163
,37,84,1.633,0,32,1566,1.3,2036,9,26,163
,36,83,1.633,0,31,1556,1.3,2022,9,26,163
,36,83,1.632,1,31,1779,1.2,2135,9,27,163
,36,84,1.633,1,31,1782,1.2,2139,9,27,163
,36,84,1.632,0,31,1565,1.3,2034,9,26,163
,37,80,1.633,0,30,1529,1.3,1988,9,26,163
,37,82,1.632,0,31,1546,1.3,2009,9,26,163
,36,84,1.631,0,32,1569,1.3,2039,9,26,163
,35,84,1.631,1,32,1794,1.2,2153,9,28,163
,37,81,1.632,1,30,1743,1.2,2092,9,27,163
,36,82,1.632,1,31,1767,1.2,2120,9,27,163
,35,83,1.631,0,31,1561,1.3,2030,9,26,163
,35,84,1.633,0,31,1571,1.3,2042,9,26,163
,34,80,1.632,0,30,1544,1.3,2007,9,26,163
,36,82,1.633,0,31,1553,1.3,2019,9,26,163
,35,83,1.631,0,31,1563,1.3,2032,9,26,163
,35,84,1.631,0,32,1572,1.5,2359,9,29,163
,34,83,1.632,0,31,1573,1.5,2359,9,29,163
,37,81,1.632,1,30,1735,1.2,2083,9,27,163
,35,82,1.632,0,31,1556,1.3,2022,9,26,163
,36,81,1.633,0,30,1538,1.3,1999,9,26,163
,34,80,1.633,1,30,1752,1.2,2102,9,27,163
,34,84,1.632,1,32,1802,1.2,2163,9,28,163
,34,82,1.632,1,31,1779,1.2,2135,9,27,163
,34,84,1.631,0,31,1575,1.5,2363,9,29,163
,37,80,1.633,1,30,1732,1.2,2079,9,27,163
,37,82,1.632,1,31,1748,1.2,2098,9,27,163
,34,83,1.633,1,31,1781,1.2,2137,9,27,163
,34,81,1.632,0,30,1546,1.3,2010,9,26,163
,36,83,1.632,0,31,1558,1.3,2025,9,26,163
,36,81,1.631,1,30,1743,1.2,2092,9,27,163
,35,82,1.631,0,31,1552,1.3,2017,9,26,163
,36,81,1.633,1,30,1748,1.2,2098,9,27,163
,34,84,1.631,1,31,1794,1.2,2153,9,28,163
,36,82,1.633,0,31,1550,1.3,2015,9,26,163
,37,81,1.631,0,30,1531,1.2,1837,9,25,163
,34,84,1.631,1,32,1803,1.2,2164,9,28,163
,35,82,1.632,0,31,1555,1.3,2022,9,26,163
,35,83,1.631,1,31,1775,1.2,2130,9,27,163
,34,84,1.632,0,31,1577,1.3,2050,9,27,163
,36,80,1.632,0,30,1534,1.2,1841,9,25,163
,36,81,1.632,1,30,1747,1.2,2096,9,27,163
,35,83,1.631,0,31,1562,1.3,2031,9,26,163
,35,81,1.632,0,30,1543,1.3,2006,9,26,163
,36,83,1.632,0,31,1555,1.3,2022,9,26,163
,37,81,1.633,0,30,1533,1.2,1840,9,25,163
,36,81,1.632,0,30,1541,1.2,1849,9,25,163
,35,84,1.631,0,32,1578,1.3,2051,9,27,163
,36,83,1.631,1,31,1773,1.2,2127,9,27,163
,36,84,1.631,0,32,1568,1.5,2352,9,29,163
,35,82,1.632,0,31,1554,1.3,2020,9,26,163
,35,84,1.632,0,32,1577,1.5,2365,9,29,163
,37,84,1.633,1,32,1782,1.2,2139,9,27,163
,36,84,1.633,0,31,1565,1.3,2034,9,26,163
,36,83,1.631,0,31,1556,1.3,2023,9,26,163
,36,83,1.632,1,31,1774,1.2,2129,9,27,163
,35,81,1.632,1,30,1749,1.2,2099,9,27,163
,36,81,1.632,0,30,1541,1.3,2004,9,26,163
,35,83,1.633,1,31,1785,1.2,2142,9,27,163
,35,82,1.633,1,31,1770,1.2,2123,9,27,163
,34,82,1.632,0,31,1557,1.3,2024,9,26,163
,35,84,1.632,0,31,1569,1.5,2354,9,29,163
,37,82,1.631,0,31,1541,1.3,2004,9,26,163
,37,83,1.632,0,31,1555,1.3,2021,9,26,163
,36,84,1.632,0,32,1570,1.3,2041,9,26,163
,36,81,1.631,1,30,1741,1.2,2089,9,27,163
,40,86,1.632,0,32,1571,1.5,2356,9,29,163
,40,87,1.633,0,32,1575,1.3,2048,9,26,163
,40,87,1.632,0,33,1576,1.5,2363,9,29,163
,41,87,1.631,1,33,1795,1.2,2154,9,28,163
,38,87,1.632,1,33,1816,1.3,2361,9,29,163
,40,87,1.632,0,33,1580,1.5,2371,9,29,163
,41,86,1.633,1,32,1784,1.2,2140,9,27,163
,38,87,1.633,1,33,1818,1.2,2182,9,28,163
,41,86,1.633,0,32,1570,1.5,2354,9,29,163
,40,86,1.633,1,32,1794,1.2,2152,9,28,163
,39,86,1.632,0,32,1574,1.5,2360,9,29,163
,41,86,1.633,0,32,1563,1.3,2033,9,26,163
,40,87,1.632,0,33,1576,1.5,2365,9,29,163
,40,87,1.631,1,33,1802,1.2,2163,9,28,163
,38,86,1.631,0,32,1577,1.3,2050,9,27,163
,40,86,1.633,1,32,1787,1.2,2144,9,27,163
,39,86,1.633,0,32,1574,1.5,2361,9,29,163
,39,87,1.632,0,33,1582,1.5,2373,9,29,163
,41,87,1.633,0,33,1573,1.5,2359,9,29,163
,40,86,1.631,0,32,1569,1.3,2040,9,26,163
,40,87,1.631,0,33,1579,1.5,2368,9,29,163
,40,87,1.631,1,33,1797,1.2,2156,9,28,163
,40,86,1.632,1,32,1791,1.2,2149,9,27,163
,40,86,1.632,1,32,1786,1.2,2143,9,27,163
,41,87,1.631,0,33,1577,1.3,2050,9,26,163
,40,87,1.633,1,32,1795,1.2,2154,9,28,163
,39,87,1.632,1,33,1808,1.3,2351,9,29,163
,41,86,1.632,1,32,1784,1.2,2141,9,27,163
,39,87,1.631,1,33,1808,1.3,2350,9,29,163
,38,86,1.632,1,32,1802,1.2,2163,9,28,163
,38,87,1.631,0,33,1588,1.5,2381,9,29,163
,40,86,1.632,1,32,1786,1.2,2143,9,27,163
,39,86,1.633,0,32,1578,1.5,2367,9,29,163
,41,87,1.632,1,33,1792,1.2,2150,9,28,163
,38,87,1.633,1,33,1814,1.2,2177,9,28,163
,39,87,1.631,0,33,1580,1.3,2054,9,27,163
,38,87,1.633,1,33,1812,1.2,2174,9,28,163
,41,86,1.633,0,32,1569,1.5,2354,9,29,163
,39,87,1.631,1,33,1810,1.3,2353,9,29,163
,40,86,1.632,0,32,1568,1.5,2352,9,29,163
,40,86,1.633,0,32,1570,1.3,2041,9,26,163
,39,86,1.632,1,32,1800,1.2,2160,9,28,163
,39,87,1.632,0,33,1585,1.3,2061,9,27,163
,40,87,1.633,1,33,1800,1.2,2160,9,28,163
,41,86,1.633,1,32,1785,1.2,2142,9,27,163
,40,86,1.631,1,32,1792,1.2,2150,9,28,163
,38,87,1.633,1,33,1816,1.3,2361,9,29,163
,39,86,1.632,0,32,1573,1.3,2045,9,26,163
,40,86,1.631,0,32,1570,1.3,2041,9,26,163
,38,86,1.631,0,32,1578,1.5,2367,9,29,163
,41,87,1.632,0,33,1572,1.3,2044,9,26,163
,38,86,1.633,0,32,1578,1.5,2368,9,29,163
,41,86,1.633,1,32,1779,1.2,2135,9,27,163
,39,87,1.633,0,32,1580,1.3,2053,9,27,163
,38,87,1.633,1,33,1813,1.2,2176,9,28,163
,39,86,1.633,0,32,1572,1.5,2358,9,29,163
,40,87,1.632,0,33,1580,1.3,2054,9,27,163
,39,86,1.631,0,32,1577,1.5,2366,9,29,163
,41,87,1.632,0,33,1576,1.5,2363,9,29,163
,39,86,1.633,1,32,1798,1.2,2158,9,28,163
,38,87,1.633,1,33,1818,1.2,2181,9,28,163
,40,86,1.631,0,32,1568,1.3,2039,9,26,163
,39,86,1.631,0,32,1572,1.5,2358,9,29,163
,40,86,1.631,0,32,1569,1.3,2039,9,26,163
,38,87,1.632,1,32,1809,1.3,2352,9,29,163
,41,86,1.633,0,32,1563,1.3,2032,9,26,163
,40,86,1.632,1,32,1790,1.2,2148,9,27,163
,38,86,1.632,0,32,1578,1.5,2367,9,29,163
,40,87,1.632,1,33,1802,1.2,2163,9,28,163
,40,87,1.633,0,33,1578,1.5,2367,9,29,163
,40,86,1.631,1,32,1787,1.2,2145,9,27,163
,40,87,1.631,0,33,1580,1.5,2370,9,29,163
,40,87,1.631,0,33,1576,1.5,2364,9,29,163
,40,86,1.631,1,32,1783,1.2,2140,9,27,163
,38,87,1.632,0,33,1589,1.3,2066,9,27,163
,39,87,1.633,1,33,1811,1.3,2354,9,29,163
,39,87,1.632,1,33,1809,1.3,2352,9,29,163
,40,86,1.632,0,32,1567,1.3,2037,9,26,163
,38,87,1.633,1,33,1812,1.3,2355,9,29,163
,40,86,1.631,1,32,1789,1.2,2147,9,27,163
,39,87,1.632,1,33,1811,1.3,2355,9,29,163
,39,86,1.633,0,32,1578,1.5,2367,9,29,163
,38,87,1.631,1,33,1813,1.3,2357,9,29,163
,39,86,1.631,1,32,1795,1.2,2154,9,28,163
,39,87,1.633,0,33,1582,1.3,2057,9,27,163
,41,86,1.632,0,32,1569,1.5,2353,9,29,163
,40,86,1.633,1,32,1786,1.2,2143,9,27,163
,40,86,1.632,0,32,1571,1.5,2356,9,29,163
,39,86,1.632,1,32,1794,1.2,2152,9,28,163
,40,87,1.631,0,33,1574,1.3,2047,9,26,163
,39,86,1.632,0,32,1577,1.3,2050,9,27,163
,40,86,1.632,0,32,1570,1.3,2041,9,26,163
,39,87,1.632,0,33,1585,1.5,2378,9,29,163
,41,87,1.631,1,33,1797,1.2,2157,9,28,163
,38,87,1.632,1,33,1810,1.2,2172,9,28,163
,39,86,1.633,0,32,1579,1.3,2053,9,27,163
,39,86,1.631,1,32,1800,1.2,2160,9,28,163
,39,86,1.632,1,32,1790,1.2,2148,9,27,163
,39,86,1.632,0,32,1575,1.3,2047,9,26,163
,40,87,1.633,0,33,1577,1.3,2050,9,26,163
,41,87,1.632,0,33,1573,1.3,2045,9,26,163
,39,86,1.632,1,32,1792,1.2,2150,9,27,163
,38,86,1.633,0,32,1577,1.3,2050,9,27,163
,38,87,1.632,0,33,1587,1.3,2063,9,27,163
,40,87,1.631,1,33,1801,1.2,2161,9,28,163
,40,86,1.631,1,32,1793,1.2,2151,9,28,163
,39,86,1.632,0,32,1575,1.5,2363,9,29,163
,39,86,1.631,0,32,1576,1.3,2049,9,26,163
,38,87,1.631,0,33,1589,1.5,2384,9,29,163
,39,87,1.631,1,33,1805,1.2,2166,9,28,163
,40,86,1.632,1,32,1786,1.2,2144,9,27,163
,41,87,1.633,0,33,1576,1.3,2048,9,26,163
,39,87,1.632,0,33,1585,1.3,2060,9,27,163
,41,86,1.632,0,32,1565,1.3,2034,9,26,163
,38,87,1.631,0,33,1586,1.3,2061,9,27,163
,39,87,1.633,0,32,1580,1.5,2370,9,29,163
,38,86,1.632,0,32,1579,1.3,2053,9,27,163
,41,87,1.632,0,33,1571,1.5,2357,9,29,163
,41,86,1.632,0,32,1569,1.3,2040,9,26,163
,40,87,1.632,0,33,1580,1.3,2054,9,27,163
,39,87,1.631,0,33,1584,1.5,2376,9,29,163
,41,87,1.633,0,32,1570,1.5,2355,9,29,163
,39,86,1.631,0,32,1578,1.5,2367,9,29,163
,39,86,1.633,0,32,1574,1.3,2047,9,26,163
,40,86,1.631,0,32,1569,1.3,2040,9,26,163
,40,86,1.633,0,32,1568,1.5,2351,9,29,163
,40,86,1.631,0,32,1571,1.5,2357,9,29,163
,40,87,1.632,1,33,1803,1.2,2164,9,28,163
,40,86,1.632,0,32,1572,1.3,2044,9,26,163
,41,86,1.633,1,32,1779,1.2,2134,9,27,163
,40,87,1.632,0,33,1581,1.5,2372,9,29,163
,39,87,1.631,0,33,1582,1.3,2056,9,27,163
,39,86,1.633,1,32,1802,1.2,2162,9,28,163
,39,87,1.632,0,33,1585,1.3,2061,9,27,163
,40,86,1.631,0,32,1568,1.5,2352,9,29,163
,38,87,1.633,0,33,1590,1.5,2385,9,29,163
,38,87,1.631,0,33,1589,1.5,2384,9,29,163
,39,87,1.633,1,32,1804,1.2,2165,9,28,163
,39,86,1.632,0,32,1576,1.5,2363,9,29,163
,40,86,1.632,1,32,1790,1.2,2149,9,27,163
,39,86,1.632,0,32,1573,1.5,2359,9,29,163
,40,86,1.633,0,32,1573,1.3,2045,9,26,163
,39,86,1.633,0,32,1579,1.3,2052,9,27,163
,41,87,1.632,0,33,1574,1.3,2046,9,26,163
,40,86,1.631,0,32,1570,1.3,2041,9,26,163
,40,86,1.631,0,32,1571,1.5,2356,9,29,163
,39,86,1.632,1,32,1799,1.2,2159,9,28,163
,39,86,1.631,0,32,1574,1.3,2046,9,26,163
,39,87,1.632,1,33,1808,1.2,2169,9,28,163
,39,87,1.633,0,33,1586,1.5,2379,9,29,163
,40,87,1.632,1,33,1798,1.2,2158,9,28,163
,39,86,1.633,1,32,1797,1.2,2156,9,28,163
,40,86,1.633,0,32,1567,1.5,2350,9,29,163
,38,87,1.632,0,33,1591,1.5,2386,9,29,163
,40,86,1.631,0,32,1571,1.5,2356,9,29,163
,38,87,1.632,0,33,1587,1.5,2381,9,29,163
,39,86,1.631,0,32,1573,1.3,2045,9,26,163
,41,87,1.631,0,33,1572,1.3,2044,9,26,163
,41,86,1.633,0,32,1563,1.3,2032,9,26,163
,40,87,1.633,0,32,1575,1.5,2363,9,29,163
,39,87,1.633,1,33,1806,1.2,2168,9,28,163
,38,86,1.633,0,32,1577,1.5,2366,9,29,163
,38,86,1.633,1,32,1800,1.2,2160,9,28,163
,40,87,1.632,0,33,1579,1.5,2368,9,29,163
,40,87,1.632,0,33,1579,1.5,2369,9,29,163
,40,86,1.632,0,32,1567,1.5,2351,9,29,163
,40,87,1.632,0,33,1577,1.5,2366,9,29,163
,40,87,1.633,0,33,1580,1.5,2369,9,29,163
,40,86,1.632,0,32,1573,1.5,2360,9,29,163
,41,86,1.632,0,32,1569,1.5,2353,9,29,163
,40,86,1.633,0,32,1573,1.5,2359,9,29,163
,40,86,1.631,0,32,1569,1.3,2039,9,26,163
,39,86,1.632,0,32,1574,1.3,2046,9,26,163
,38,87,1.632,0,33,1589,1.5,2384,9,29,163
,39,87,1.633,0,33,1582,1.3,2057,9,27,163
,39,86,1.631,0,32,1573,1.3,2045,9,26,163
,39,87,1.632,0,33,1584,1.3,2060,9,27,163
,39,86,1.632,0,32,1576,1.5,2364,9,29,163
,39,87,1.632,0,33,1584,1.3,2059,9,27,163
,39,87,1.631,0,33,1579,1.3,2053,9,27,163
,41,86,1.632,0,32,1568,1.3,2039,9,26,163
,39,86,1.631,1,32,1799,1.2,2159,9,28,163
,40,86,1.633,1,32,1794,1.2,2153,9,28,163
,39,87,1.632,1,33,1811,1.3,2354,9,29,163
,40,87,1.633,0,33,1579,1.5,2369,9,29,163
,41,87,1.631,1,33,1790,1.2,2148,9,27,163
,39,87,1.631,0,33,1584,1.5,2377,9,29,163
,39,86,1.633,0,32,1573,1.5,2360,9,29,163
,40,87,1.633,0,32,1575,1.5,2362,9,29,163
,41,86,1.631,0,32,1566,1.3,2036,9,26,163
,40,87,1.633,0,33,1578,1.3,2051,9,27,163
,39,86,1.632,1,32,1792,1.2,2151,9,28,163
,41,87,1.631,0,33,1577,1.3,2049,9,26,163
,38,87,1.631,0,33,1590,1.5,2385,9,29,163
,40,87,1.632,0,33,1578,1.5,2368,9,29,163
,40,86,1.633,0,32,1573,1.5,2359,9,29,163
,39,87,1.632,1,33,1809,1.3,2351,9,29,163
,39,87,1.633,0,33,1584,1.5,2376,9,29,163
,39,86,1.631,0,32,1579,1.5,2368,9,29,163
,41,87,1.632,1,33,1796,1.2,2155,9,28,163
,40,86,1.631,0,32,1574,1.3,2046,9,26,163
,39,87,1.633,1,33,1809,1.2,2171,9,28,163
,39,87,1.633,0,33,1584,1.5,2376,9,29,163
,41,87,1.633,0,33,1574,1.5,2361,9,29,163
,38,86,1.631,1,32,1805,1.2,2166,9,28,163
,40,86,1.631,0,32,1573,1.5,2359,9,29,163
,40,87,1.632,1,33,1800,1.2,2160,9,28,163
,39,87,1.633,0,32,1581,1.5,2371,9,29,163
,40,86,1.633,1,32,1790,1.2,2148,9,27,163
,40,86,1.632,1,32,1787,1.2,2145,9,27,163
,38,87,1.631,1,33,1811,1.2,2173,9,28,163
,38,87,1.632,1,33,1815,1.2,2178,9,28,163
,41,87,1.633,0,33,1572,1.5,2358,9,29,163
,40,87,1.632,0,33,1578,1.5,2367,9,29,163
,39,86,1.631,0,32,1578,1.5,2367,9,29,163
,40,87,1.633,0,33,1577,1.5,2366,9,29,163
,39,86,1.632,0,32,1575,1.5,2362,9,29,163
,40,86,1.633,1,32,1793,1.2,2151,9,28,163
,40,86,1.631,0,32,1571,1.5,2356,9,29,163
,40,87,1.632,0,33,1580,1.3,2054,9,27,163
,41,86,1.632,1,32,1777,1.2,2132,9,27,163
,40,86,1.633,1,32,1788,1.2,2146,9,27,163
,39,86,1.632,0,32,1574,1.5,2361,9,29,163
,38,86,1.632,0,32,1577,1.3,2050,9,26,163
,40,87,1.633,0,33,1579,1.3,2052,9,27,163
,40,87,1.632,1,32,1795,1.2,2154,9,28,163
,40,87,1.631,0,33,1577,1.5,2365,9,29,163
,41,87,1.631,1,33,1790,1.2,2148,9,27,163
,39,86,1.631,1,32,1791,1.2,2149,9,27,163
,39,86,1.632,0,32,1572,1.5,2358,9,29,163
,41,87,1.631,0,33,1576,1.5,2364,9,29,163
,40,86,1.632,1,32,1788,1.2,2146,9,27,163
,40,86,1.631,0,32,1574,1.3,2046,9,26,163
,38,87,1.633,0,33,1590,1.3,2067,9,27,163
,38,87,1.633,0,33,1591,1.3,2068,9,27,163
,40,86,1.633,0,32,1569,1.3,2039,9,26,163
,38,87,1.633,0,33,1587,1.5,2380,9,29,163
,40,86,1.633,0,32,1571,1.5,2356,9,29,163
,41,86,1.631,1,32,1782,1.2,2139,9,27,163
,39,86,1.631,0,32,1577,1.5,2365,9,29,163
,39,86,1.632,0,32,1573,1.5,2360,9,29,163
,39,86,1.632,0,32,1575,1.5,2363,9,29,163
,40,87,1.632,0,32,1575,1.3,2047,9,26,163
,40,87,1.632,1,33,1804,1.2,2165,9,28,163
,39,87,1.631,1,33,1805,1.2,2166,9,28,163
,39,87,1.631,0,33,1583,1.5,2375,9,29,163
,38,87,1.632,0,33,1587,1.5,2380,9,29,163
,40,87,1.633,0,33,1577,1.5,2365,9,29,163
,40,87,1.633,1,33,1803,1.2,2163,9,28,163
,39,86,1.632,0,32,1573,1.3,2045,9,26,163
,39,86,1.633,0,32,1574,1.5,2361,9,29,163
,38,86,1.632,0,32,1579,1.5,2369,9,29,163
,40,86,1.631,0,32,1571,1.5,2356,9,29,163
,38,87,1.631,0,33,1584,1.3,2059,9,27,163
,41,86,1.632,1,32,1777,1.2,2133,9,27,163
,41,86,1.632,0,32,1568,1.3,2038,9,26,163
,40,86,1.633,0,32,1569,1.5,2354,9,29,163
,39,86,1.633,1,32,1792,1.2,2151,9,28,163
,39,87,1.631,1,33,1809,1.2,2171,9,28,163
,39,86,1.633,0,32,1574,1.5,2360,9,29,163
,40,86,1.632,0,32,1570,1.5,2354,9,29,163
,41,87,1.632,0,32,1570,1.5,2355,9,29,163
,38,87,1.631,1,33,1818,1.2,2181,9,28,163
,40,87,1.632,0,33,1578,1.5,2367,9,29,163
,40,86,1.631,1,32,1785,1.2,2142,9,27,163
,39,86,1.632,1,32,1794,1.2,2153,9,28,163
,41,87,1.631,0,33,1577,1.3,2049,9,26,163
,40,86,1.632,1,32,1791,1.2,2149,9,27,163
,39,87,1.633,0,33,1583,1.5,2374,9,29,163
,40,87,1.633,1,33,1801,1.2,2161,9,28,163
,40,87,1.633,0,32,1575,1.3,2048,9,26,163
,40,87,1.631,1,33,1799,1.2,2159,9,28,163
,41,86,1.633,1,32,1787,1.2,2144,9,27,163
,41,86,1.631,0,32,1568,1.3,2038,9,26,163
,38,86,1.633,0,32,1584,1.5,2376,9,29,163
,41,86,1.633,0,32,1568,1.5,2352,9,29,163
,41,87,1.633,1,33,1798,1.2,2158,9,28,163
,38,86,1.631,0,32,1577,1.5,2365,9,29,163
,40,87,1.633,0,33,1581,1.3,2056,9,27,163
,39,86,1.633,1,32,1795,1.2,2153,9,28,163
,41,87,1.632,0,33,1574,1.3,2046,9,26,163
,40,86,1.631,0,32,1573,1.5,2359,9,29,163
,38,86,1.633,0,32,1584,1.3,2059,9,27,163
